,0,1,2,3,4
121,mau libur sama mama bapak adik mbak kakak harus lewat november isi full koas offline oa fakultas diskusi tidak_do it,positif,"Mau liburan brg mama abah dedek mba mas, tp harus melewati 1 2 3 november yang isinya full koas luring, oa ikga dan diskusi😃😃 u can do itt😀😀",2021-10-28 10:58:25+00:00,thrasythought
122,tidak_tahu nilai akhir semester bakal offline jaring lebih baik beli netflix saya ayo hari hari kamu pakai kredit kartu legal,positif,"@subschfess Sebelum tau nanti penilaian akhir semester bakal luring/daring, mending beli netflix di aku yuk 1 hari/5k dan 7 hari/17k nderr, make credit card legal kokk",2021-10-28 10:56:30+00:00,itsnotcloudy37
123,jaring praktikum offline sama bohong aduh malas banget,negatif,Daring tapi praktikum luring sama aja boong hilihhh mles bet.,2021-10-28 10:53:46+00:00,mwanggis
124,uji skripsi bimbang mau jaring offline seta mikir malam akhir pilih offline kampus,positif,H-5 ujian skripsi bimbang mau daring atau luring. Setalah mikir semalaman. Akhirnya aku memilih luring di kampus.,2021-10-28 10:52:47+00:00,SweetcandyAdk
125,enak iya pada offline,positif,Enak ya udah pada luring,2021-10-28 10:46:35+00:00,threeortree
126,iya libur minggu habis langsung uji mana offline tidak_tahu mau neng sedih,positif,iya sih libur dua minggu tp abis itu lngsng ujian mana luring lg. gtw mau seneng atau sedih 🙂,2021-10-28 10:28:09+00:00,taytipoomie
127,pandemi jadi alas perintah lupa hak didik anak anak,negatif,Pandemi menjadi alasan bagi pemerintah untuk melupakan hak pendidikan anak-anak,2021-10-28 10:50:09+00:00,PendidikanTerganggu
128,offline beri stres cemas siswa perlu rasa,negatif,PTM memberikan stres dan kecemasan bagi siswa. Perlukah mereka merasakan ini?,2021-10-28 10:46:09+00:00,BelajarDarirumah
129,masa pandemi langsung offline paksa apa sedang jadi,negatif,"Masa pandemi masih berlangsung, tapi PTM dipaksakan. Apa yang sedang terjadi?",2021-10-28 10:35:09+00:00,OrangTuaCemas
130,offline pandemi besar potensi tular lebih baik ajar rumah,negatif,PTM saat pandemi hanya memperbesar potensi penularan. Lebih baik belajar dari rumah saja,2021-10-28 10:31:09+00:00,SiswaTakut
131,didik ini kacau balau offline layak laku,negatif,Pendidikan saat ini kacau balau. Apakah PTM layak dilakukan? ,2021-10-28 10:33:09+00:00,PendidikanTerabaikan
132,tertawa din offline,positif,@sjurka haha din luring,2021-10-28 10:26:22+00:00,Nattjager
133,barusan aja neng kuliah mulai offline nyata bahkan tidak_fasilitas layak mau jadi apa terus jadi kaum rebah,negatif,"Lagek ae seneng kuliah sdh mulai luring,...ehh malah gak difasilitasi dg layak.
Mau jd apa terus2an jd kaum rebahan....🙆",2021-10-28 10:15:23+00:00,EllyanaWidi
134, pusing tidak_perlu offline,negatif,wkkwk pusing dh kaga usah luring,2021-10-28 09:49:28+00:00,kyukecil
135,nyata tiba pikir kan target cowo suka anak terus baru sadar sudah lulus dong waktu balik kuliah offline saya tidak_ suka siapa siapa dong anjing,netral,eh tbtb kepikiran kan target cowo yg gue taksir harus anak '17 trs gue baru sadar mrk udh lulus dong. pas nanti balik kuliah luring gue gabisa naksir siapa siapa lagi dong faaak,2021-10-28 09:37:47+00:00,kazuyeahmiyuki
136,offline tidak_solusi bencana tangan pandemi,negatif,"PTM bukan solusi, melainkan bencana dalam menangani pandemi",2021-10-28 09:31:47+00:00,GuruTerbebani
137,ajar online beri sempat adil offline buruk senjang,negatif,"Pembelajaran online memberi kami kesempatan yang adil, PTM akan memperburuk kesenjangan",2021-10-28 09:32:47+00:00,EdukasiGagal
138,nyawa anak anak tidak_harga tidak_risiko dengan offline,negatif, Apakah nyawa anak-anak tidak berharga? Tolong jangan risikokan mereka dengan PTM.,2021-10-28 09:33:47+00:00,OrangTuaCemas
139,ajar sekolah pandemi akan hasil gagal kecewa,negatif,Belajar di sekolah saat pandemi hanya akan menghasilkan kegagalan dan kekecewaan,2021-10-28 09:34:47+00:00,SiswaTerabaikan
140,offline tambah beban para guru harus selamat semua siswa,negatif,PTM menambah beban bagi para guru yang harus memastikan keselamatan semua siswa,2021-10-28 09:35:47+00:00,GuruBerkualitas
141,menteri agraria tata ruang badan tanah nasional atr bpn lalu pusat kembang standar bijak agraria tata ruang tanah pskatp gelar kaji bijak laksana sertipikat elektronik cara jaring offline tempat gran,positif,"Kementerian Agraria dan Tata Ruang/Badan Pertanahan Nasional (ATR/BPN) melalui Pusat Pengembangan dan Standarisasi Kebijakan Agraria, Tata Ruang dan Pertanahan (PPSKATP) menggelar Kajian Kebijakan Pelaksanaan Sertipikat Elektronik secara daring dan luring bertempat di Gran https://t.co/iTZcATS9Rt",2021-10-28 09:30:59+00:00,kantahkabkampar
142,solusi buat jual netflix promosi lewat offline ,netral,@moviemenfes solusi buat yang jual netflix biar promosinya lewat luring jg wkkwkw,2021-10-28 09:27:22+00:00,tiramvi
143,jadwal offline prodi keluar kelas tidak_ jadwal  neng banget,positif,jadwal luring prodi udah keluar tapi kelas w gak ada jadwal nya wkwkwk seneng bangettt,2021-10-28 09:07:22+00:00,Xavienara_
144,sekarang kan banyak online iya terus hampir tahun tugas dulu cetak jadi kirim halus file kalau ajar normal offline bakal balik susah file sudah nyaman sama halus file tidak_,positif,"@collegemenfess sekarang kan masih banyak yg online ya, trs hampir 2 taun tugas2 yg dulu ngeprint jd kirim soft file. apakah kl pembelajaran uda normal (luring 100%) bakal balik ke hard file? tp uda nyaman sm soft file ga si.",2021-10-28 08:56:11+00:00,_Ieemark
145,makan pagi offline awal semangat pemuda lembaga abdi masyarakat,positif,Apel Pagi Luring Awali Semangat Pemuda ASN Mengabdi Untuk Masyarakat https://t.co/QStDLnq8Jt,2021-10-28 07:48:08+00:00,b_vredeburg
146,menteri atr bpn lalu pskatp gelar kaji bijak laksana sertipikat elektronik cara jaring amp offline gran mahakam hotel keg tuju bagai rumus dekat masyarakat kait paham amp terima wacana laksana sertipikat elektronik,positif,Kementerian ATR/BPN melalui PPSKATP menggelar Kajian Kebijakan Pelaksanaan Sertipikat Elektronik scr daring &amp; luring di Gran Mahakam Hotel (21/10/2021). Keg ini bertujuan sbg perumusan pendekatan kpd masy terkait pemahaman &amp; penerimaan wacana implementasi sertipikat elektronik. https://t.co/7kAwesmLBk,2021-10-28 07:44:41+00:00,Kantahbontang
147,um buat kuliah offline terus vaksin dosis tetep ikut kan iya takut kalau masuk jadi dosis,positif,"um! buat yg kuliah luring terus masih v4ksin dosis 1 tetep boleh ikutan kan yaaa?
takut kalau masuk jadinya harus dosis 2",2021-10-28 07:41:05+00:00,um_fess
148,masa pandemi tidak_akhir tapi offline paksa sungguh tidak_tanggung jawab,negatif,"Masa pandemi belum berakhir, tapi kok PTM dipaksakan? Sungguh tidak bertanggung jawab!",2021-10-28 07:41:05+00:00,PandemicNightmare
149,offline tengah pandemi buat cemas tengah mati apa jamin aman,negatif,PTM di tengah pandemi membuatku cemas setengah mati. Apa jaminannya keamanan kami?,2021-10-28 07:44:05+00:00,AnxiousStudent
150,sekolah offline pandemi tidak_risiko terlalu besar anak anak,negatif,Sekolah offline saat pandemi? Bukankah risikonya terlalu besar bagi anak-anak?,2021-10-28 07:45:05+00:00,ExhaustedParent
151,offline buat banyak siswa tinggal ajar tidak_prioritas sehat ajar online lebih aman,negatif,PTM membuat banyak siswa tertinggal dalam pembelajaran. Kenapa tidak prioritaskan kesehatan dan pembelajaran online yang lebih aman?,2021-10-28 07:55:05+00:00,LostOpportunities
152,laku offline kasus covid tinggi bahaya nyawa siswa guru risiko abai,negatif,Melakukan PTM saat kasus Covid-19 masih tinggi adalah membahayakan nyawa siswa dan guru. Mengapa risiko ini diabaikan?,2021-10-28 07:33:05+00:00,FearfulTeacher
153,reposted pilih ketua kpu republik indonesia dewa kade wiarsa raka sandi sama anggota kpu republik indonesia hadir cara offline diskusi panel rakornas pid kpu workshop humas tahun narasumber pimpin bijak publik facebook indonesia noudhy,positif,"Reposted from @kpu_ri #TemanPemilih, Plh Ketua KPU RI, I Dewa Kade Wiarsa Raka Sandi bersama Anggota KPU RI hadir secara luring pada diskusi panel kedua Rakornas PPID KPU dan Workshop Kehumasan Tahun 2021, dengan narasumber Manajer Kebijakan Publik Facebook Indonesia Noudhy … https://t.co/3u8liwjiWp",2021-10-28 07:03:48+00:00,KPU_PKY
154,untung offline tanggal alias minggu,positif,untung dpt ptm tgl 2-5 alias seminggu doang 😽,2021-10-29 23:55:02+00:00,25YDW
155,kalian libur anjing offline anjing,negatif,"Kok kalian libur sih anyink, gw ptm cok😭",2021-10-29 23:51:36+00:00,ssensexe
156,offline anjing,negatif,@yelld0_ ptm jancug😄💔💔,2021-10-29 23:48:35+00:00,rlvief
157,offline,negatif,@harufess aku ptm T__T,2021-10-29 23:47:19+00:00,pinkypiegurl
158,offline kakajakka,negatif,Ptm kakajakka #EimiHayimiRaketera,2021-10-29 23:45:56+00:00,Vanejm1995
159,jam arti lembaga tengah pagi dong iya untung waktu tidak_offline bangun tidur langsung konser,netral,+14 jam berarti DPR setengah 7 pagi dong ya ? untung pas ga PTM bangun tidur langsung ngonser,2021-10-29 23:44:58+00:00,rethswatch
160,sekolah benar sekarang alias offline kalau kalian,positif,"I'm at school right now alias ptm, kalau kalian?",2021-10-29 23:41:25+00:00,doybbyland
161,libur begini offline anjing ngomong-ngomong terima kasih teman tidak_lupa makan,positif,"@rubiconjeno weekend gini gua ptm anjir, anw thanks brok jangan lupa makan juga",2021-10-29 23:35:35+00:00,rlvief
162,berita soal kota bandung henti offline dapat orang kena corona kelompok offline hingga internet andika perkasa jadi pimpin lembaga lepas pimpin eropa jadi berita populer,negatif,Berita soal Kota Bandung hentikan PTM karena terdapat 228 orang kena corona klaster PTM hingga sinyal Andika Perkasa jadi Panglima TNI setelah lepas Jokowi ke Eropa jadi berita populer. #kumparanNEWS https://t.co/dGQaZax4iy,2021-10-29 23:32:04+00:00,kumparan
163,offline semangat,positif,@kiannkaa ptm? semangat nee !,2021-10-29 23:30:23+00:00,Candu74537145
164,ayo semangat ayo produktif tidak_rebah minggu depan offline,positif,Yuk semangat yuk bisa produktif jangan rebahan Minggu depan dah PTM 😭😭,2021-10-29 23:29:50+00:00,10velyjohfam
165,hujan begini jadi malas offline mata ajar inggris jadi sayang,negatif,"Hujan gini jadi males ptm ,tapi mapelnya inggris jd sayang..",2021-10-29 23:27:03+00:00,sttdynight
166,memang anak rantau jer lagi rumah orang tua senin offline jadi balik hubung jarak jauh sama orang tua,netral,"@aikylee_ Gw emang anak rantau jerrr, ini lagi di rumah ortu, senin ptm jadi harus balik, gw ldr sama ortu",2021-10-29 23:24:10+00:00,mannyourman04
167,doa teman teman hari offline full semua mata ajar hari ulang aduh moga,positif,doain aku temen temen hari ini ptm full semua mapel hari ini ulangan hdh bismillah,2021-10-29 23:18:01+00:00,speakerblutut
168,kimia patah ekspetasi banget anjing sudah neng soal uji waktu offline nilai nyata di bawah suruh uji ulang kotor,negatif,"Apalagi kimia ini mematahkan ekspetasi bgt kntoddf. Gw udah seneng soalnya itu UH pas ptm, nilai gw 80, EH YG DIBWH 85 DISURUH REMED TAI",2021-10-29 23:14:40+00:00,njIimet
169,tapi tidak_libur semangat offline,negatif,@kujuosara LAH KOK GAK LIBUR?? semangat ptm nya!!,2021-10-29 23:11:13+00:00,sharaiisu
170,pj melulu gilir offline jadi malas,negatif,pjj mulu giliran ptm jadi males D:,2021-10-29 23:08:26+00:00,zeannaclose
171,cukup tidak_fokus ajar online offline akan buruk,negatif,"Sudah cukup sulit fokus saat pembelajaran online, PTM hanya akan memperburuk keadaan",2021-10-29 23:09:26+00:00,OrangTuaKhawatir
172,korban sehat siswa guru offline,negatif,Mengapa mengorbankan kesehatan siswa dan guru dengan PTM?,2021-10-29 23:10:26+00:00,PendidikanTerkendala
173,offline tidak_ jamin ajar efektif tambah risiko tular,negatif,"PTM tidak akan menjamin pembelajaran yang efektif, hanya menambah risiko penularan",2021-10-29 23:11:26+00:00,GuruKecewa
174,tm buat semangat ajar hilang timbang,negatif,"TM membuat semangat belajar kami hilang, tolong pertimbangkan kembali",2021-10-29 23:12:26+00:00,SiswaKehilanganMotivasi
175,tidak_siap lanjut offline kasus covid tinggi,negatif,Kami tidak siap melanjutkan PTM saat kasus Covid-19 masih tinggi.,2021-10-29 23:13:26+00:00,OrangTuaWasWas
176,offline buat siswa tidak_ hadir rasa tinggal,negatif,PTM akan membuat siswa yang tidak bisa hadir merasa tertinggal,2021-10-29 23:14:26+00:00,PendidikanMengkhawatirkan
177,siswa guru tidak_ jadi eksperimen offline ini,negatif,Siswa dan guru tidak boleh dijadikan eksperimen dengan PTM saat ini,2021-10-29 23:15:26+00:00,SiswaStres
178,selamat pagi offline semangat offline pj semangat pj,positif,"Selamat pagi, yang PTM, semangat PTM! Yang PJJ semangat PJJ! Sch! https://t.co/psabjc0cMO",2021-10-29 23:08:13+00:00,schfess
179,tidak_enak banget tidak_ mana offline,negatif,@uzsavarin0720 GAENAK BANGET GA SI MANA AK PTM,2021-10-29 23:06:32+00:00,miiwzzn
180,pagi offline,netral,morninh aku ptm https://t.co/wrrXnLjTvV,2021-10-29 23:06:13+00:00,hayakaua
181,siapa hari offline sama dong,positif,Sch! Siapa yang hari ini PTM? Sama dong!😁,2021-10-29 23:06:07+00:00,schfess
182,pagi aji hari libur nanti teman teman kelas lomba voli habis guru mat minat mau ngadain offline dada,negatif,"@Fajri_UN1TY pagii ajii, harusnya hari ini libur. tapi nanti temen temen kelas ada lomba voli + abis itu guru mat minat aku mau ngadain ptm dadakan:)",2021-10-29 23:05:38+00:00,milktaeebear
183,hari mau offline,positif,@convomf hari ini mau ptm,2021-10-29 23:02:11+00:00,hppiestouff
184,bagus pagi teman mau offline hujan deras banget  kalian hujan,negatif,"good morning moots! mau ptm tpi hujan deras banget sksksk(, di kalian hujan ga??",2021-10-29 23:00:28+00:00,bluexskyyx
185,aku tidak_tahu harus harap apa offline masa pandemi,negatif,Saya tidak tahu lagi harus berharap apa dengan PTM di masa pandemi ini.,2021-10-29 23:01:28+00:00,disappointedteacher
186,aku tidak_puas langkah langkah ambil sekolah lindung anak anak virus,negatif,Saya tidak puas dengan langkah-langkah yang diambil sekolah untuk melindungi anak-anak dari virus.,2021-10-29 23:23:28+00:00,hopelessstudent
187,aku rasa khawatir kondisi fisik mental murid murid aku masa pandemi,negatif,Saya merasa khawatir dengan kondisi fisik dan mental murid-murid saya di masa pandemi ini.,2021-10-29 23:34:28+00:00,unsatisfiedparent
188,tiap kali pergi sekolah aku rasa tidak_nyaman selalu cemas papar virus,negatif,"Setiap kali pergi ke sekolah, saya merasa tidak nyaman dan selalu cemas terpapar virus.",2021-10-29 23:03:28+00:00,concernedteacher
189,offline ini tidak_sesuai harap aku rasa tidak_ selesai kurikulum biasa,negatif,"PTM saat ini tidak sesuai dengan harapan, dan saya merasa sulit untuk menyelesaikan kurikulum seperti biasa.",2021-10-29 23:44:28+00:00,tensedstudent
190,iya kamu untung tidak_offline,positif,@harufess iya nder🥲 untungnya ga ptm,2021-10-29 22:58:05+00:00,15JAEPARK
191,karena absen ganjil dapat jadwal offline hari tapi dom ujan gede,negatif,"sch! karna absenku ganjil, aku dapet jadwal ptm hari ini, tapi di domku ujan gedee aaaa https://t.co/jv0eVoPfRS",2021-10-29 22:53:49+00:00,schfess
192,meski rumah salam pandemi anak biasa kumpul teman main aji sholat masjid pernah dengar kelompok itu padahal tidak_pernah vaksin covid terus tiba akan offline wajib vaksin kata unt cegah tular moga sampai korban,positif,"@mbahndi @LtdAkbar meski di rmh slm pandemi, ank2 sdh biasa berkumpul dg temannya saat bermain, mengaji dan sholat di masjid. g pernah terdengar klaster ini itu pdhal mrk blm pernah vaksin covid. 
trs tiba2 saat akan PTM, mrk wajib vaksin katanya unt mencegah penularan. 
moga2 sj g sampe ada korban",2021-10-29 22:51:57+00:00,Muchlis88426192
193, iya tuhan rindu buku banget baru baca gara mulai offline,negatif,"WKWKWKWKKWKWKWKWKWKW YA ALLAH GW KANGEN AU INI BANGET, GW BARU BACA GARA"" DHA MULAI PTM😭😭😭😭😭👎🏻",2021-10-29 22:46:19+00:00,taekovgguk
194,tidak_kabupaten tangerang offline dok ribet kota tangerang,positif,"@mbahndi Bukannya kabupaten tangerang udah PTM dok, yg ribet kota tangerang",2021-10-29 22:45:15+00:00,susi_sonaah
195,hari roha maaf ve been sungguh sibuk lately rl banyak banget tugas tidak_ kerja begitu sekarang sudah offline jadi lebih ambil banyak waktu sama teman teman maaf sekira kurang aktif solo mj bakal terus pantauin kok,positif,"hari roha
Sorry I've been really busy lately, di rl aku banyak bgt tugas yg belum di kerjain, udah gitu sekarang aku udah ptm jadi lebih ngambil banyak waktu sama temen temen, maaf sekiranya kurang aktif di solo nya mj, aku bakal terus pantauin ko 🥰",2021-10-29 22:45:10+00:00,mojjabinnie
196,sekolah offline,positif,@JeromePolin Sekolah PTM 🙂,2021-10-29 22:42:12+00:00,enhtxtmy
197,utung tidak_waktu offline,positif,utung ga pas lgi ptm ksjssowkwownala,2021-10-29 22:35:00+00:00,sckdyy
198,buat semua grup pesan maaf jarang banget ikut minggu memang jadwal aku offline terus sering ulang hari tapi nyimak grup pesan pilih exo informasi apa bakal aku rt maaf iya kalau bagi jaring aku bakal aktif,netral,"Buat semua gdm sorry jarang bgt nimbrung, Minggu ini emg jadwal ku ptm , trs lagi sering2nya ulangan harian, aku ttp nyimak gdm dan vote exo, ada info apapun bakal ku rt . Maaf yaaa nanti klo udh kebagian daring lgi ku bakal aktif",2021-10-29 22:32:46+00:00,spesiliel
199,sekali sama jadwal offline,positif,@renstud itu sekalian sama jadwal ptm nya,2021-10-29 22:31:20+00:00,minchoklate
200,kamis jum kenapa offline mata ajar jerman sama matematika aduh,negatif,kamis Jum'at knp ptm si.. mapel b jerman sm mtk duh 😭,2021-10-29 22:30:36+00:00,kthfch
201,offline kalau jam kosong,positif,"@schfess Ptm, apalagi klo ada jamkos 😍",2021-10-29 22:29:17+00:00,moonriel_
202,dukung putus offline penuh hati hati kesiap matang,netral,Mendukung keputusan PTM dengan penuh kehati-hatian dan kesiapan yang matang.,2021-10-29 22:33:17+00:00,PenyukaBelajar
